0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 2.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -4.641601562500000111e-01 1.746582031250000222e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 2.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -3.875976562500000333e-01 1.363769531250000056e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
0.000000000000000000e+00 2.000000000000000000e+00 1.130000000000000000e+02 1.340000000000000000e+02 1.124511718750000000e+01 2.189208984375000000e+00 -8.625417163355975845e+02 -1.563815009786919177e+02 2.000000000000000000e+00
1.000000000000000000e+00 4.000000000000000000e+00 1.500000000000000000e+02 3.390000000000000000e+02 4.560253906250000711e+00 -1.237202148437500071e+01 -7.489207820307667589e+02 -6.038839211900380377e+01 3.000000000000000000e+00
1.000000000000000000e+00 5.000000000000000000e+00 0.000000000000000000e+00 -1.610000000000000000e+02 6.034082031250000533e+00 -2.186816406250000178e+00 6.300638599699529152e+01 1.354375499547599588e+02 4.000000000000000000e+00
3.000000000000000000e+00 3.000000000000000000e+00 4.110000000000000000e+02 -3.630000000000000000e+02 3.871191406250000355e+00 1.071875000000000133e+00 1.328544626618083612e+03 -5.982988675836561470e+02 5.000000000000000000e+00
3.000000000000000000e+00 2.000000000000000000e+00 -3.720000000000000000e+02 1.840000000000000000e+02 2.514599609375000266e+00 4.510009765625000000e+00 -3.560471674068432435e+02 -7.237880408020484992e+02 6.000000000000000000e+00
0.000000000000000000e+00 3.000000000000000000e+00 -5.760000000000000000e+02 1.160000000000000000e+02 -8.409912109375000000e+00 -6.110644531250000178e+00 -1.030267857452252656e+03 5.585053606381854507e+01 7.000000000000000000e+00
-2.000000000000000000e+00 1.000000000000000000e+00 -3.920000000000000000e+02 -2.930000000000000000e+02 -1.612597656250000178e+00 -1.013735351562500142e+01 -3.996803987067015100e+02 -3.682644721708035007e+01 8.000000000000000000e+00
-4.000000000000000000e+00 0.000000000000000000e+00 -1.830000000000000000e+02 -1.700000000000000000e+02 9.546386718750000666e-01 -1.127622070312500036e+01 2.138028333693053469e+02 -4.310963252425994341e+01 9.000000000000000000e+00
-5.000000000000000000e+00 0.000000000000000000e+00 -1.190000000000000000e+02 -5.700000000000000000e+01 3.703710937500000355e+00 -5.077050781250000533e+00 6.333799855487421837e+02 -3.909537524467297942e+01 1.000000000000000000e+01
-6.000000000000000000e+00 0.000000000000000000e+00 -2.550000000000000000e+02 -1.980000000000000000e+02 2.122216796875000089e+00 -4.108056640625000533e+00 4.738568919164604836e+02 3.490658503988659067e+00 1.100000000000000000e+01
-9.000000000000000000e+00 -3.000000000000000000e+00 -6.230000000000000000e+02 -5.770000000000000000e+02 8.062988281250000000e+00 -2.440429687500000056e-01 1.612684228842760490e+02 2.565634000431664319e+01 1.200000000000000000e+01
-1.400000000000000000e+01 -7.000000000000000000e+00 -8.980000000000000000e+02 -8.520000000000000000e+02 -5.409619140625000711e+00 -9.866992187500001066e+00 -1.792453141798176262e+02 1.919862177193762420e+01 1.300000000000000000e+01
-1.900000000000000000e+01 -1.300000000000000000e+01 -9.380000000000000000e+02 -9.170000000000000000e+02 6.340332031250000000e-01 -5.904882812500000355e+00 -3.928736146239235723e+02 3.647738136668148456e+01 1.400000000000000000e+01
-2.500000000000000000e+01 -1.900000000000000000e+01 -9.760000000000000000e+02 -9.870000000000000000e+02 -2.739501953125000000e+00 -1.281704101562500142e+01 -2.054252529597325747e+02 7.155849933176750888e+00 1.500000000000000000e+01
