-4.380000000000000000e+02 1.600000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 -7.440917968750000444e-01 8.708984375000000666e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-4.380000000000000000e+02 1.600000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 -7.823730468750000888e-01 8.708984375000000666e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
-4.380000000000000000e+02 1.600000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 -7.823730468750000888e-01 8.326171875000000222e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000000e+00
-4.380000000000000000e+02 1.600000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 -7.416992187500000000e-01 8.326171875000000222e-01 0.000000000000000000e+00 0.000000000000000000e+00 3.000000000000000000e+00
-4.380000000000000000e+02 1.600000000000000000e+02 5.300000000000000000e+01 3.500000000000000000e+01 -5.201464843750000178e+00 4.524365234375000711e+00 -6.152285613280010921e+02 -9.826203688728075747e+01 4.000000000000000000e+00
-4.380000000000000000e+02 1.600000000000000000e+02 7.300000000000000000e+01 7.300000000000000000e+01 -2.586376953125000266e+00 -6.689648437500000711e+00 -8.972737684502848197e+02 -4.991641660703783145e+01 5.000000000000000000e+00
-4.370000000000000000e+02 1.600000000000000000e+02 -6.000000000000000000e+00 2.500000000000000000e+01 1.854248046875000222e+00 -7.687353515625000355e+00 1.883210262901881720e+02 3.612831551628261906e+01 6.000000000000000000e+00
-4.370000000000000000e+02 1.610000000000000000e+02 -1.900000000000000000e+01 3.600000000000000000e+01 3.550585937500000178e+00 -6.000585937500000355e+00 3.522074430524556874e+02 7.941248096574199167e+01 7.000000000000000000e+00
-4.370000000000000000e+02 1.610000000000000000e+02 2.300000000000000000e+01 1.100000000000000000e+02 -3.875976562500000444e+00 -5.218212890625000711e+00 1.422443340375378682e+02 9.093165402890457472e+01 8.000000000000000000e+00
-4.370000000000000000e+02 1.620000000000000000e+02 1.360000000000000000e+02 2.580000000000000000e+02 -1.902099609375000222e+00 -8.089306640625000711e+00 -2.014109956801456178e+02 5.201081170943102450e+01 9.000000000000000000e+00
-4.360000000000000000e+02 1.640000000000000000e+02 1.830000000000000000e+02 2.900000000000000000e+02 7.943359375000000888e-01 -7.345214843750000888e+00 3.857177646907468329e+02 4.642575810304916928e+01 1.000000000000000000e+01
-4.350000000000000000e+02 1.660000000000000000e+02 2.620000000000000000e+02 3.130000000000000000e+02 -5.876171875000000711e+00 -5.991015625000000178e+00 2.881538595042638349e+02 3.036872898470133464e+01 1.100000000000000000e+01
-4.330000000000000000e+02 1.680000000000000000e+02 3.710000000000000000e+02 3.830000000000000000e+02 -1.519287109375000000e+00 -1.050341796875000178e+00 1.665044106402590387e+02 -1.518436449235066732e+01 1.200000000000000000e+01
-4.300000000000000000e+02 1.710000000000000000e+02 4.670000000000000000e+02 4.690000000000000000e+02 -2.576806640625000089e+00 1.710693359375000222e+00 -3.822271061867581210e+01 -4.363323129985823812e+01 1.300000000000000000e+01
-4.270000000000000000e+02 1.740000000000000000e+02 4.940000000000000000e+02 4.810000000000000000e+02 -1.741796875000000133e+00 7.847656250000000222e-01 8.639379797371931602e+01 -6.021385919380436746e+01 1.400000000000000000e+01
-4.240000000000000000e+02 1.770000000000000000e+02 5.250000000000000000e+02 5.020000000000000000e+02 -2.610302734375000266e+00 -1.799218750000000089e+00 -7.976154681614086428e+01 -5.585053606381854507e+01 1.500000000000000000e+01
-4.210000000000000000e+02 1.810000000000000000e+02 3.380000000000000000e+02 6.090000000000000000e+02 -5.629736328125000355e+00 -1.076181640625000036e+01 -8.510225432724350867e+02 1.118232451752767020e+03 1.600000000000000000e+01
-4.210000000000000000e+02 1.820000000000000000e+02 -2.390000000000000000e+02 -8.800000000000000000e+01 -1.986796875000000284e+01 3.978857421875000355e+00 3.874630939427412102e+01 7.040658202545125732e+02 1.700000000000000000e+01
-4.210000000000000000e+02 1.830000000000000000e+02 1.050000000000000000e+02 2.620000000000000000e+02 -1.362812500000000071e+01 4.818652343750000178e+00 -4.098033083682685742e+02 -3.703588672731967222e+02 1.800000000000000000e+01
-4.200000000000000000e+02 1.850000000000000000e+02 1.890000000000000000e+02 4.300000000000000000e+02 -4.237255859375000711e+00 3.466845703125000178e+00 -3.132866007329821514e+02 -2.487094184091919260e+02 1.900000000000000000e+01
-4.190000000000000000e+02 1.880000000000000000e+02 1.130000000000000000e+02 4.480000000000000000e+02 -9.235351562500000000e+00 -5.696728515625000711e+00 -2.321287905152458109e+02 3.106686068549906210e+01 2.000000000000000000e+01
-4.190000000000000000e+02 1.910000000000000000e+02 1.040000000000000000e+02 3.770000000000000000e+02 -8.701806640625001421e+00 -4.474121093750000333e-01 -2.530727415391777768e+01 6.091199089460209848e+01 2.100000000000000000e+01
-4.180000000000000000e+02 1.930000000000000000e+02 1.030000000000000000e+02 3.350000000000000000e+02 -4.584179687500000711e+00 -1.691552734375000089e+00 1.736602605734357780e+02 4.886921905584122072e+01 2.200000000000000000e+01
