0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.451000000000000000e+03 3.190000000000000000e+02 5.100000000000000000e+01 2.100000000000000000e+01 1.000000000000000000e+00 0.000000000000000000e+00 3.088004339249442864e+02 3.000000000000000000e+00
-4.818000000000000000e+03 5.330000000000000000e+03 2.200000000000000000e+01 7.600000000000000000e+01 2.000000000000000000e+00 6.500000000000000000e+01 1.044333351735748465e+02 2.400000000000000000e+01
4.929000000000000000e+03 5.367000000000000000e+03 9.300000000000000000e+01 5.700000000000000000e+01 1.000000000000000000e+00 7.100000000000000000e+01 3.057153656120370897e+02 5.200000000000000000e+01
-4.357000000000000000e+03 6.445000000000000000e+03 1.300000000000000000e+01 7.600000000000000000e+01 2.000000000000000000e+00 7.200000000000000000e+01 1.103410437387040020e+02 7.800000000000000000e+01
-1.957000000000000000e+03 6.070000000000000000e+03 2.400000000000000000e+01 1.190000000000000000e+02 2.000000000000000000e+00 6.100000000000000000e+01 2.789347975115819054e+02 1.060000000000000000e+02
1.362000000000000000e+03 4.746000000000000000e+03 3.700000000000000000e+01 9.600000000000000000e+01 2.000000000000000000e+00 6.200000000000000000e+01 1.318881070703612011e+02 1.360000000000000000e+02
-3.411000000000000000e+03 6.035000000000000000e+03 1.400000000000000000e+01 1.030000000000000000e+02 2.000000000000000000e+00 8.300000000000000000e+01 2.847376316629377015e+02 1.590000000000000000e+02
-4.829000000000000000e+03 5.890000000000000000e+03 3.300000000000000000e+01 1.070000000000000000e+02 2.000000000000000000e+00 7.700000000000000000e+01 6.045461473885814030e+01 1.880000000000000000e+02
6.980000000000000000e+02 5.782000000000000000e+03 3.200000000000000000e+01 8.800000000000000000e+01 2.000000000000000000e+00 7.700000000000000000e+01 2.665582961989846353e+02 2.420000000000000000e+02
-1.527000000000000000e+03 9.560000000000000000e+02 6.800000000000000000e+01 7.200000000000000000e+01 2.000000000000000000e+00 5.800000000000000000e+01 5.758290016441765147e+01 2.860000000000000000e+02
-1.469000000000000000e+03 4.034000000000000000e+03 1.600000000000000000e+01 8.800000000000000000e+01 2.000000000000000000e+00 7.600000000000000000e+01 2.275782344374300976e+02 3.490000000000000000e+02
2.302000000000000000e+03 5.677000000000000000e+03 4.400000000000000000e+01 1.280000000000000000e+02 2.000000000000000000e+00 7.900000000000000000e+01 3.826499471037726607e+01 4.250000000000000000e+02
-3.250000000000000000e+02 5.391000000000000000e+03 5.000000000000000000e+00 7.400000000000000000e+01 2.000000000000000000e+00 5.500000000000000000e+01 2.165400254308184458e+02 5.340000000000000000e+02
9.230000000000000000e+02 4.480000000000000000e+03 7.000000000000000000e+00 7.000000000000000000e+01 2.000000000000000000e+00 5.000000000000000000e+01 5.424098384066269318e-01 6.170000000000000000e+02
-3.025000000000000000e+03 5.915000000000000000e+03 6.300000000000000000e+01 8.100000000000000000e+01 2.000000000000000000e+00 8.000000000000000000e+01 1.669995437145341270e+02 6.440000000000000000e+02
-1.759000000000000000e+03 5.933000000000000000e+03 1.400000000000000000e+01 1.240000000000000000e+02 2.000000000000000000e+00 7.700000000000000000e+01 3.387425955813695282e+02 6.710000000000000000e+02
2.600000000000000000e+02 4.570000000000000000e+03 4.000000000000000000e+01 9.900000000000000000e+01 2.000000000000000000e+00 7.800000000000000000e+01 1.603706985473451425e+02 6.970000000000000000e+02
