0.173463923	0.040142567	-0.19548691
0.176816753	0.03934783	-0.189317033
0.176817135	0.039362338	-0.1893116
0.176810933	0.03936323	-0.18930829
0.176803005	0.039362723	-0.189295085
0.176801783	0.039368453	-0.189295238
0.17680662	0.039367733	-0.189303005
0.176810035	0.03935838	-0.189311725
0.176801265	0.03936795	-0.18929833
0.176799113	0.039369275	-0.189307628
0.176798615	0.039367468	-0.1892969
0.176787808	0.039373405	-0.189286408
0.176833238	0.039342178	-0.18933767
0.17682607	0.039348485	-0.1893358
0.17681062	0.039357558	-0.189321188
0.17681818	0.039354025	-0.189316565
0.176815108	0.039352653	-0.18931993
0.176809493	0.03935563	-0.189317585
0.176800433	0.03937213	-0.18929396
0.176802245	0.03935906	-0.18930783
0.176799633	0.039364083	-0.189298925
0.17679463	0.039369335	-0.189288545
0.176790393	0.039364748	-0.189294675
0.17680713	0.039355183	-0.18931423
0.17679416	0.039363433	-0.189296
0.176772908	0.03938424	-0.189259505
0.176784283	0.03937301	-0.189277415
0.17679169	0.039360845	-0.189291108
0.17679585	0.039365595	-0.18928811
0.176807375	0.039357488	-0.189308615
0.176793208	0.039362853	-0.1892863
0.176797103	0.039356555	-0.189294688
0.176789748	0.039360393	-0.189283808
0.17679375	0.039357313	-0.189288718
0.17678026	0.039367505	-0.189272265
0.176795925	0.039365118	-0.189273828
0.176814355	0.03933994	-0.189298675
0.176790435	0.039358685	-0.18927926
0.176802643	0.03935477	-0.18929265
0.17681294	0.03935156	-0.189304503
0.176824298	0.039347133	-0.189313295
0.17678979	0.039362543	-0.189279168
0.176817688	0.039334985	-0.189320293
0.176806185	0.039346595	-0.189307365
0.176790133	0.039359673	-0.189293718
0.176812698	0.039346135	-0.189310973
0.176809778	0.03934559	-0.189314043
0.17679984	0.039355928	-0.189300093
0.176800468	0.03934797	-0.189305143
0.176803895	0.039352603	-0.189308025
0.17680048	0.039358345	-0.189297388
0.17680913	0.039349468	-0.18930571
0.176810483	0.039352943	-0.189309673
0.17682117	0.03934145	-0.189328525
0.176797903	0.03935846	-0.189292765
0.176798723	0.039350823	-0.189298145
0.17680769	0.039350678	-0.189301263
0.176829688	0.03933363	-0.189331475
0.176784935	0.039360308	-0.189276893
0.176794693	0.039357655	-0.189308083
0.176802168	0.039354505	-0.189306135
0.176807493	0.039340815	-0.189317425
0.17679851	0.03935499	-0.189297603
0.176812133	0.039357035	-0.18930246
0.176784955	0.039366333	-0.18928115
0.176791303	0.039362033	-0.189293918
0.176788085	0.039364525	-0.189294425
0.176810618	0.03934165	-0.18932766
0.176781178	0.039377318	-0.189264798
0.17679789	0.039350435	-0.189300073
0.176796743	0.039362608	-0.189295903
0.176792108	0.039359948	-0.1892877
0.1767856	0.039369073	-0.189285623
0.1767942	0.039367035	-0.18929542
0.176786278	0.039362123	-0.189287703
0.176794835	0.039357593	-0.189290863
0.176787958	0.03936357	-0.189288365
0.176814715	0.03934489	-0.189317265
0.176786565	0.039368903	-0.189286408
0.17680682	0.0393457	-0.189322805
0.17681569	0.039341083	-0.189321768
0.176831593	0.039325905	-0.189341103
0.17680308	0.03935413	-0.189301153
0.176813278	0.039343008	-0.18932425
0.176806595	0.039355795	-0.189310825
0.176822235	0.039326318	-0.189354955
0.17678615	0.03936013	-0.18931548
0.17679422	0.039356175	-0.18931022
0.176810685	0.039336213	-0.189336675
0.17678617	0.039364223	-0.189297688
0.1768116	0.039344575	-0.1893375
0.176796303	0.039353378	-0.189317875
0.176796838	0.039353888	-0.18932214
0.1767926	0.039358643	-0.189320045
0.17677847	0.039372548	-0.189293843
0.176796	0.039343523	-0.189314078
0.176779398	0.039368943	-0.18929649
0.176796408	0.039346438	-0.189329495
0.17681057	0.039335403	-0.189335878
0.176796883	0.039340985	-0.189324338
0.176784033	0.039358493	-0.189296353
0.176791683	0.03935604	-0.18930302
0.176799768	0.039348888	-0.189315645
0.176763743	0.039375653	-0.189264575
0.176799053	0.039346968	-0.189299043
0.176797093	0.039349045	-0.189311925
0.176780128	0.03936899	-0.189274635
0.176771453	0.039366965	-0.189273308
0.176785248	0.039356425	-0.189280383
0.176799198	0.039347248	-0.189299728
0.176788853	0.039356805	-0.189294593
0.176802103	0.03933633	-0.189316205
0.176790263	0.039348718	-0.18929639
0.176789173	0.039350215	-0.189301778
0.176794278	0.03934689	-0.189301863
0.17680102	0.039336693	-0.189311993
0.176776373	0.039358985	-0.189279803
0.176792388	0.039356468	-0.189293833
0.176800563	0.039337273	-0.189307558
0.176814183	0.039333888	-0.18931433
0.176808483	0.03934207	-0.189309678
0.176819948	0.039331795	-0.189330375
0.176790473	0.039356673	-0.18928876
0.176807828	0.039330053	-0.189324345
0.176789305	0.03934649	-0.189297593
0.176802285	0.03934497	-0.18932082
0.176800173	0.039341013	-0.189313845
0.176795515	0.039345083	-0.189315788
0.176810243	0.039329113	-0.189335125
0.17677062	0.039377875	-0.189272283
0.176803803	0.039341295	-0.189321413
0.17679865	0.039337975	-0.189315948
0.176791128	0.039362875	-0.189297338
0.17681802	0.039330683	-0.189333423
0.176792185	0.03935746	-0.189291805
0.17679251	0.03935725	-0.189295355
0.176768548	0.039372673	-0.189279148
0.17679031	0.039358505	-0.189291138
0.176810075	0.039339678	-0.189320935
0.17679396	0.039360715	-0.189308198
0.176782938	0.039358403	-0.189296965
0.176822785	0.039344505	-0.18932805
0.176798798	0.039348013	-0.189310275
0.176808043	0.039353955	-0.189316568
0.176781225	0.039378818	-0.189278703
0.176795775	0.03935568	-0.189310725
0.176805875	0.039355813	-0.189305623
0.176788968	0.03936709	-0.189285435
0.17679372	0.039367678	-0.18929787
0.176822908	0.03933435	-0.18933982
0.176806645	0.039351023	-0.189309595
0.176805445	0.039359533	-0.18930496
0.17680392	0.039356748	-0.18931158
0.176773208	0.039378383	-0.189280213
0.17680336	0.039350778	-0.189307788
0.17677724	0.039366605	-0.18928757
0.176793015	0.039364548	-0.189291118
0.176776198	0.039373365	-0.189276735
0.176791163	0.039366438	-0.189280228
0.176786183	0.039363788	-0.189287525
0.176801045	0.03935425	-0.18930714
0.176791758	0.039370385	-0.189289015
0.17681712	0.039336963	-0.189340433
0.17680509	0.039357183	-0.18930715
0.176796985	0.039360138	-0.18929459
0.176814165	0.03933827	-0.189325558
0.17680011	0.039357673	-0.189298463
0.176804993	0.039352818	-0.189303653
0.17679993	0.039363518	-0.189295585
0.176792565	0.039355708	-0.18929758
0.17680027	0.039355675	-0.189290275
0.176783498	0.039364913	-0.1892763
0.176797238	0.039353085	-0.189299515
0.17679061	0.039358023	-0.189294148
0.176794098	0.039353303	-0.18930691
0.176793535	0.039365495	-0.189283103
