frame,48,0.40000000,0,4,0.16655982,0.05325713,-0.20944634,7608,Marker-7608,0.18431109,0.04666530,-0.18942371,7607,Marker-7607,0.17609441,0.01672298,-0.19318758,7609,Marker-7609,0.18023655,0.04074647,-0.16516294,7610,Marker-7610
frame,49,0.40833333,0,4,0.16657266,0.05324397,-0.20947087,7608,Marker-7608,0.18430722,0.04667673,-0.18942742,7607,Marker-7607,0.17609453,0.01672446,-0.19318248,7609,Marker-7609,0.18024117,0.04076525,-0.16515133,7610,Marker-7610
frame,50,0.41666667,0,4,0.16657299,0.05326855,-0.20943852,7608,Marker-7608,0.18430999,0.04668512,-0.18942165,7607,Marker-7607,0.17608622,0.01672472,-0.19317001,7609,Marker-7609,0.18023272,0.04075499,-0.16515937,7610,Marker-7610
frame,51,0.42500000,0,4,0.16659518,0.05322655,-0.20947260,7608,Marker-7608,0.18430698,0.04668008,-0.18941523,7607,Marker-7607,0.17609155,0.01673440,-0.19317824,7609,Marker-7609,0.18024281,0.04075684,-0.16515677,7610,Marker-7610
frame,52,0.43333333,0,4,0.16660435,0.05323187,-0.20949785,7608,Marker-7608,0.18431877,0.04668277,-0.18941736,7607,Marker-7607,0.17608608,0.01673329,-0.19316110,7609,Marker-7609,0.18023273,0.04076384,-0.16516238,7610,Marker-7610
frame,53,0.44166667,0,4,0.16664468,0.05319979,-0.20956028,7608,Marker-7608,0.18430598,0.04668897,-0.18941770,7607,Marker-7607,0.17609273,0.01672710,-0.19317947,7609,Marker-7609,0.18024129,0.04074994,-0.16515665,7610,Marker-7610
frame,54,0.45000000,0,4,0.16653173,0.05327271,-0.20942137,7608,Marker-7608,0.18432760,0.04667972,-0.18942140,7607,Marker-7607,0.17608690,0.01673220,-0.19317342,7609,Marker-7609,0.18024538,0.04074921,-0.16515487,7610,Marker-7610
frame,55,0.45833333,0,4,0.16657753,0.05324559,-0.20947064,7608,Marker-7608,0.18430671,0.04667519,-0.18941252,7607,Marker-7607,0.17606834,0.01672587,-0.19315787,7609,Marker-7609,0.18024231,0.04075664,-0.16515155,7610,Marker-7610
frame,56,0.46666667,0,4,0.16658640,0.05323553,-0.20948307,7608,Marker-7608,0.18431121,0.04668590,-0.18940064,7607,Marker-7607,0.17609407,0.01672333,-0.19318205,7609,Marker-7609,0.18023908,0.04075795,-0.16513929,7610,Marker-7610
frame,57,0.47500000,0,4,0.16667795,0.05316485,-0.20959817,7608,Marker-7608,0.18431115,0.04668844,-0.18940848,7607,Marker-7607,0.17608468,0.01672875,-0.19317086,7609,Marker-7609,0.18024497,0.04075248,-0.16514839,7610,Marker-7610
frame,58,0.48333333,0,4,0.16650127,0.05331004,-0.20936631,7608,Marker-7608,0.18430658,0.04666697,-0.18941371,7607,Marker-7607,0.17609844,0.01673066,-0.19317168,7609,Marker-7609,0.18023345,0.04073356,-0.16515587,7610,Marker-7610
frame,59,0.49166667,0,4,0.16656543,0.05325166,-0.20946157,7608,Marker-7608,0.18431278,0.04668998,-0.18943478,7607,Marker-7607,0.17608197,0.01673234,-0.19317082,7609,Marker-7609,0.18021859,0.04075664,-0.16516516,7610,Marker-7610
frame,60,0.50000000,0,4,0.16656899,0.05326492,-0.20946358,7608,Marker-7608,0.18431698,0.04668206,-0.18941933,7607,Marker-7607,0.17608310,0.01673126,-0.19317931,7609,Marker-7609,0.18023960,0.04073978,-0.16516232,7610,Marker-7610
frame,61,0.50833333,0,4,0.16658932,0.05321565,-0.20950229,7608,Marker-7608,0.18431002,0.04667330,-0.18942416,7607,Marker-7607,0.17609721,0.01672256,-0.19318700,7609,Marker-7609,0.18023342,0.04075175,-0.16515625,7610,Marker-7610
frame,62,0.51666667,0,4,0.16655311,0.05327068,-0.20941502,7608,Marker-7608,0.18431859,0.04667583,-0.18942824,7607,Marker-7607,0.17610002,0.01671440,-0.19317791,7609,Marker-7609,0.18022232,0.04075905,-0.16516924,7610,Marker-7610
frame,63,0.52500000,0,4,0.16656387,0.05326722,-0.20943637,7608,Marker-7608,0.18433458,0.04667877,-0.18943118,7607,Marker-7607,0.17611195,0.01672081,-0.19317484,7609,Marker-7609,0.18023813,0.04076134,-0.16516745,7610,Marker-7610
frame,64,0.53333333,0,4,0.16650185,0.05331545,-0.20936562,7608,Marker-7608,0.18430632,0.04666943,-0.18942581,7607,Marker-7607,0.17609072,0.01672244,-0.19317871,7609,Marker-7609,0.18024093,0.04075801,-0.16515446,7610,Marker-7610
frame,65,0.54166667,0,4,0.16651930,0.05329225,-0.20940331,7608,Marker-7608,0.18431996,0.04668126,-0.18942896,7607,Marker-7607,0.17609252,0.01672561,-0.19317307,7609,Marker-7609,0.18023343,0.04074901,-0.16517033,7610,Marker-7610
frame,66,0.55000000,0,4,0.16652018,0.05330267,-0.20939714,7608,Marker-7608,0.18431804,0.04668001,-0.18943548,7607,Marker-7607,0.17608440,0.01672276,-0.19317596,7609,Marker-7609,0.18022972,0.04075266,-0.16516912,7610,Marker-7610
frame,67,0.55833333,0,4,0.16660535,0.05321958,-0.20950948,7608,Marker-7608,0.18432146,0.04667604,-0.18943536,7607,Marker-7607,0.17609875,0.01671523,-0.19318460,7609,Marker-7609,0.18021691,0.04075575,-0.16518120,7610,Marker-7610
frame,68,0.56666667,0,4,0.16646409,0.05334686,-0.20930758,7608,Marker-7608,0.18431689,0.04667288,-0.18942735,7607,Marker-7607,0.17609367,0.01672937,-0.19317199,7609,Marker-7609,0.18025006,0.04076016,-0.16515227,7610,Marker-7610
frame,69,0.57500000,0,4,0.16653588,0.05327447,-0.20941782,7608,Marker-7608,0.18431985,0.04666521,-0.18943983,7607,Marker-7607,0.17609796,0.01671630,-0.19318917,7609,Marker-7609,0.18023787,0.04074576,-0.16515347,7610,Marker-7610
frame,70,0.58333333,0,4,0.16651691,0.05330181,-0.20938550,7608,Marker-7608,0.18432079,0.04666936,-0.18943630,7607,Marker-7607,0.17610998,0.01672577,-0.19319613,7609,Marker-7609,0.18023929,0.04075349,-0.16516568,7610,Marker-7610
frame,71,0.59166667,0,4,0.16650529,0.05330246,-0.20938446,7608,Marker-7608,0.18431537,0.04667200,-0.18943672,7607,Marker-7607,0.17609346,0.01671231,-0.19318457,7609,Marker-7609,0.18025431,0.04075302,-0.16514505,7610,Marker-7610
frame,72,0.60000000,0,4,0.16649537,0.05331551,-0.20935515,7608,Marker-7608,0.18431586,0.04668431,-0.18944889,7607,Marker-7607,0.17608750,0.01671427,-0.19317870,7609,Marker-7609,0.18024367,0.04076220,-0.16515975,7610,Marker-7610
frame,73,0.60833333,0,4,0.16649871,0.05331123,-0.20937435,7608,Marker-7608,0.18433136,0.04667810,-0.18944843,7607,Marker-7607,0.17610246,0.01673012,-0.19320647,7609,Marker-7609,0.18024427,0.04074869,-0.16515243,7610,Marker-7610
frame,74,0.61666667,0,4,0.16647772,0.05332305,-0.20935498,7608,Marker-7608,0.18432423,0.04666448,-0.18944606,7607,Marker-7607,0.17609933,0.01671484,-0.19318928,7609,Marker-7609,0.18024383,0.04074612,-0.16516049,7610,Marker-7610
frame,75,0.62500000,0,4,0.16651611,0.05329690,-0.20938291,7608,Marker-7608,0.18432002,0.04666471,-0.18943457,7607,Marker-7607,0.17610192,0.01670399,-0.19319177,7609,Marker-7609,0.18024129,0.04076477,-0.16515420,7610,Marker-7610
frame,76,0.63333333,0,4,0.16650027,0.05330066,-0.20937222,7608,Marker-7608,0.18431991,0.04667752,-0.18943650,7607,Marker-7607,0.17608923,0.01672749,-0.19317450,7609,Marker-7609,0.18024242,0.04074861,-0.16517024,7610,Marker-7610
frame,77,0.64166667,0,4,0.16659085,0.05322928,-0.20949064,7608,Marker-7608,0.18432860,0.04667324,-0.18943873,7607,Marker-7607,0.17609493,0.01672181,-0.19317818,7609,Marker-7609,0.18024448,0.04075523,-0.16516151,7610,Marker-7610
frame,78,0.65000000,0,4,0.16648258,0.05332436,-0.20936234,7608,Marker-7608,0.18432432,0.04667279,-0.18944086,7607,Marker-7607,0.17610466,0.01671825,-0.19318809,7609,Marker-7609,0.18023470,0.04076021,-0.16515434,7610,Marker-7610
frame,79,0.65833333,0,4,0.16659155,0.05323107,-0.20950063,7608,Marker-7608,0.18431313,0.04666806,-0.18943173,7607,Marker-7607,0.17610562,0.01672560,-0.19318986,7609,Marker-7609,0.18021698,0.04075807,-0.16516900,7610,Marker-7610
frame,80,0.66666667,0,4,0.16660665,0.05321521,-0.20951001,7608,Marker-7608,0.18432495,0.04667622,-0.18943015,7607,Marker-7607,0.17609054,0.01672405,-0.19318259,7609,Marker-7609,0.18024062,0.04074885,-0.16516432,7610,Marker-7610
frame,81,0.67500000,0,4,0.16669370,0.05315346,-0.20961067,7608,Marker-7608,0.18431543,0.04667628,-0.18942760,7607,Marker-7607,0.17608504,0.01673595,-0.19316465,7609,Marker-7609,0.18023220,0.04073793,-0.16516149,7610,Marker-7610
frame,82,0.68333333,0,4,0.16657296,0.05327033,-0.20945056,7608,Marker-7608,0.18431391,0.04667039,-0.18942589,7607,Marker-7607,0.17609631,0.01673091,-0.19316560,7609,Marker-7609,0.18022914,0.04074489,-0.16516256,7610,Marker-7610
frame,83,0.69166667,0,4,0.16661961,0.05321045,-0.20952381,7608,Marker-7608,0.18431972,0.04667784,-0.18943688,7607,Marker-7607,0.17608444,0.01673894,-0.19317403,7609,Marker-7609,0.18022934,0.04074480,-0.16516228,7610,Marker-7610
frame,84,0.70000000,0,4,0.16656215,0.05325654,-0.20945008,7608,Marker-7608,0.18433149,0.04668134,-0.18944554,7607,Marker-7607,0.17610857,0.01673678,-0.19318105,7609,Marker-7609,0.18022417,0.04074852,-0.16516663,7610,Marker-7610
frame,85,0.70833333,0,4,0.16666332,0.05315547,-0.20961058,7608,Marker-7608,0.18431109,0.04668235,-0.18944061,7607,Marker-7607,0.17609410,0.01672581,-0.19319108,7609,Marker-7609,0.18022043,0.04074164,-0.16517755,7610,Marker-7610
frame,86,0.71666667,0,4,0.16652428,0.05327202,-0.20944481,7608,Marker-7608,0.18430781,0.04668384,-0.18944973,7607,Marker-7607,0.17609608,0.01673441,-0.19319218,7609,Marker-7609,0.18021643,0.04075025,-0.16517520,7610,Marker-7610
frame,87,0.72500000,0,4,0.16654766,0.05326268,-0.20944242,7608,Marker-7608,0.18431292,0.04667722,-0.18943223,7607,Marker-7607,0.17609033,0.01673157,-0.19319347,7609,Marker-7609,0.18022597,0.04075323,-0.16517276,7610,Marker-7610
frame,88,0.73333333,0,4,0.16662158,0.05318739,-0.20954645,7608,Marker-7608,0.18430777,0.04668640,-0.18944275,7607,Marker-7607,0.17609331,0.01672454,-0.19318756,7609,Marker-7609,0.18022008,0.04074652,-0.16516994,7610,Marker-7610
frame,89,0.74166667,0,4,0.16651596,0.05328508,-0.20940869,7608,Marker-7608,0.18432093,0.04668224,-0.18944412,7607,Marker-7607,0.17607486,0.01673430,-0.19317013,7609,Marker-7609,0.18023293,0.04075527,-0.16516781,7610,Marker-7610
frame,90,0.75000000,0,4,0.16660921,0.05320576,-0.20953301,7608,Marker-7608,0.18431021,0.04668501,-0.18944535,7607,Marker-7607,0.17609408,0.01673061,-0.19320631,7609,Marker-7609,0.18023290,0.04075692,-0.16516533,7610,Marker-7610
frame,91,0.75833333,0,4,0.16656011,0.05325773,-0.20946735,7608,Marker-7608,0.18431224,0.04668039,-0.18944922,7607,Marker-7607,0.17608765,0.01672206,-0.19319509,7609,Marker-7609,0.18022521,0.04075333,-0.16515984,7610,Marker-7610
frame,92,0.76666667,0,4,0.16654895,0.05325833,-0.20945565,7608,Marker-7608,0.18432404,0.04668199,-0.18946461,7607,Marker-7607,0.17607987,0.01673516,-0.19320089,7609,Marker-7609,0.18023449,0.04074007,-0.16516741,7610,Marker-7610
frame,93,0.77500000,0,4,0.16653052,0.05327659,-0.20945279,7608,Marker-7608,0.18431424,0.04668153,-0.18945809,7607,Marker-7607,0.17609073,0.01673154,-0.19320633,7609,Marker-7609,0.18023491,0.04074491,-0.16516297,7610,Marker-7610
frame,94,0.78333333,0,4,0.16645855,0.05333563,-0.20934094,7608,Marker-7608,0.18431477,0.04668943,-0.18945752,7607,Marker-7607,0.17610601,0.01673286,-0.19321536,7609,Marker-7609,0.18023455,0.04073227,-0.16516155,7610,Marker-7610
frame,95,0.79166667,0,4,0.16655666,0.05324481,-0.20945260,7608,Marker-7608,0.18430853,0.04667124,-0.18944570,7607,Marker-7607,0.17608167,0.01672223,-0.19319959,7609,Marker-7609,0.18023714,0.04073581,-0.16515842,7610,Marker-7610
frame,96,0.80000000,0,4,0.16647594,0.05332610,-0.20937465,7608,Marker-7608,0.18430835,0.04667344,-0.18945868,7607,Marker-7607,0.17610253,0.01673042,-0.19319785,7609,Marker-7609,0.18023077,0.04074581,-0.16515478,7610,Marker-7610
frame,97,0.80833333,0,4,0.16657609,0.05322320,-0.20950572,7608,Marker-7608,0.18430631,0.04668296,-0.18944325,7607,Marker-7607,0.17608181,0.01672810,-0.19319803,7609,Marker-7609,0.18022142,0.04075149,-0.16517098,7610,Marker-7610
frame,98,0.81666667,0,4,0.16661501,0.05318460,-0.20954147,7608,Marker-7608,0.18431734,0.04668463,-0.18944575,7607,Marker-7607,0.17608258,0.01672273,-0.19318569,7609,Marker-7609,0.18022735,0.04074965,-0.16517060,7610,Marker-7610
