comment,"OptiTrack Export Data"
comment,"== "
comment,"Format Information:"
comment,"== "
comment,"== Data is formatted in rows."
comment,"== First entry of each row identifies row type."
comment,"== "
comment,"== Types:"
comment,"== "
comment,"== comment: A comment. You can ignore this information"
comment,"== info: Reports the file format version number, the number of rigid body definitions, and"
comment,"==       total number of exported frames"
comment,"== rigidbody: Details a rigid body definition in the following format:"
comment,"==    -- Name (string)"
comment,"==    -- ID   (integer)"
comment,"==    -- Marker Count (integer)"
comment,"==    -- X,Y,Z (float) 3D position of each marker in rigid body"
comment,"== "
comment,"== frame: Details frame of exported data in the following format:"
comment,"==    -- Frame Index (integer)"
comment,"==    -- Time Stamp (double) in seconds"
comment,"==    -- Rigid Body Count (integer) number of rigid bodies tracked in current frame"
comment,"==    -- Rigid Body ID, Position, Quaternion Orientation, and Euler Angle Orientation >for each tracked rigid body< (ID, x,y,z, qx, qy, qz, qw, yaw, pitch, roll)"
comment,"==    -- Marker Count (integer) Count of all visible markers in frame"
comment,"==    -- Marker Detail >for each reconstructed 3D marker< (x,y,z,id,name)"
comment,"== rigidbody: Extended information for current frame:"
comment,"==    -- Frame Index (integer)"
comment,"==    -- Time Stamp (double) in seconds"
comment,"==    -- Name (string)"
comment,"==    -- ID   (integer)"
comment,"==    -- Frames Since Last Tracked (integer). 0=currently tracked"
comment,"==    -- Marker Count (integer)"
comment,"==    -- Rigid Body Marker Location and ID >for each marker in rigid body< (x,y,z,id)"
comment,"==    -- Point Cloud Marker corresponding to each rigid body marker (x,y,z). (NAN,NAN,NAN) used for missing Point Cloud Markers."
comment,"==    -- Marker Tracked (integer) for each marker. 1=track, 0=untracked."
comment,"==    -- Marker Quality (float) for each marker. 1.0=Highest Quality, 0.0=Lowest Quality"
comment,"==    -- Mean Error (in mm/marker)"
comment,"== righthanded: Indicates a right-handed coordinate system"
comment,"== lefthanded: Indicates a left-handed coordinate system"
comment,"== "
righthanded
info,version,1.1
info,framecount,20718
info,rigidbodycount,0
frame,0,0.00000000,0,3,0.16654418,0.05327532,-0.20942038,7608,Marker-7608,0.17773792,0.05042577,-0.18385383,7607,Marker-7607,0.17610967,0.01672661,-0.19318652,7609,Marker-7609
frame,1,0.00833333,0,4,0.16662833,0.05321988,-0.20952803,7608,Marker-7608,0.18430437,0.04669669,-0.18941805,7607,Marker-7607,0.17609857,0.01672109,-0.19316384,7609,Marker-7609,0.18023574,0.04075366,-0.16515821,7610,Marker-7610
frame,2,0.01666667,0,4,0.16657318,0.05325548,-0.20945507,7608,Marker-7608,0.18433656,0.04669284,-0.18944252,7607,Marker-7607,0.17610753,0.01673244,-0.19319575,7609,Marker-7609,0.18025127,0.04076859,-0.16515306,7610,Marker-7610
frame,3,0.02500000,0,4,0.16656715,0.05326837,-0.20945017,7608,Marker-7608,0.18433635,0.04668927,-0.18945113,7607,Marker-7607,0.17610313,0.01672310,-0.19317956,7609,Marker-7609,0.18023710,0.04077218,-0.16515230,7610,Marker-7610
frame,4,0.03333333,0,4,0.16654424,0.05328296,-0.20941553,7608,Marker-7608,0.18432952,0.04668594,-0.18942744,7607,Marker-7607,0.17610620,0.01673154,-0.19318959,7609,Marker-7609,0.18023206,0.04075045,-0.16514778,7610,Marker-7610
frame,5,0.04166667,0,4,0.16651799,0.05329948,-0.20939757,7608,Marker-7608,0.18433072,0.04668133,-0.18944119,7607,Marker-7607,0.17610870,0.01673047,-0.19320062,7609,Marker-7609,0.18024972,0.04076253,-0.16514157,7610,Marker-7610
frame,6,0.05000000,0,4,0.16655348,0.05328544,-0.20941086,7608,Marker-7608,0.18433930,0.04669404,-0.18945017,7607,Marker-7607,0.17610697,0.01673813,-0.19318138,7609,Marker-7609,0.18022673,0.04075332,-0.16516961,7610,Marker-7610
frame,7,0.05833333,0,4,0.16657171,0.05325318,-0.20946167,7608,Marker-7608,0.18433104,0.04668556,-0.18943483,7607,Marker-7607,0.17610513,0.01674009,-0.19317843,7609,Marker-7609,0.18023226,0.04075469,-0.16517197,7610,Marker-7610
frame,8,0.06666667,0,4,0.16655314,0.05328294,-0.20942421,7608,Marker-7608,0.18431863,0.04669534,-0.18942755,7607,Marker-7607,0.17610337,0.01673843,-0.19317971,7609,Marker-7609,0.18022992,0.04075509,-0.16516185,7610,Marker-7610
frame,9,0.07500000,0,4,0.16655526,0.05327526,-0.20944461,7608,Marker-7608,0.18432662,0.04670439,-0.18944025,7607,Marker-7607,0.17608926,0.01674256,-0.19318166,7609,Marker-7609,0.18022531,0.04075489,-0.16516399,7610,Marker-7610
frame,10,0.08333333,0,4,0.16655332,0.05328568,-0.20942414,7608,Marker-7608,0.18431678,0.04670007,-0.18942413,7607,Marker-7607,0.17609827,0.01673486,-0.19318949,7609,Marker-7609,0.18022609,0.04074926,-0.16514984,7610,Marker-7610
frame,11,0.09166667,0,4,0.16651782,0.05329934,-0.20938426,7608,Marker-7608,0.18430768,0.04670402,-0.18942118,7607,Marker-7607,0.17609626,0.01673612,-0.19319201,7609,Marker-7609,0.18022947,0.04075414,-0.16514818,7610,Marker-7610
frame,12,0.10000000,0,4,0.16667338,0.05317718,-0.20957364,7608,Marker-7608,0.18431723,0.04668858,-0.18943220,7607,Marker-7607,0.17610207,0.01674963,-0.19318025,7609,Marker-7609,0.18024027,0.04075332,-0.16516459,7610,Marker-7610
frame,13,0.10833333,0,4,0.16667093,0.05317500,-0.20958966,7608,Marker-7608,0.18431184,0.04670038,-0.18942425,7607,Marker-7607,0.17608647,0.01675699,-0.19316576,7609,Marker-7609,0.18023504,0.04076157,-0.16516353,7610,Marker-7610
frame,14,0.11666667,0,4,0.16663204,0.05320920,-0.20952746,7608,Marker-7608,0.18430784,0.04670113,-0.18943025,7607,Marker-7607,0.17607981,0.01675577,-0.19316767,7609,Marker-7609,0.18022279,0.04076413,-0.16515937,7610,Marker-7610
frame,15,0.12500000,0,4,0.16661517,0.05322218,-0.20950356,7608,Marker-7608,0.18432973,0.04670762,-0.18943404,7607,Marker-7607,0.17609434,0.01673742,-0.19316675,7609,Marker-7609,0.18023348,0.04074888,-0.16516191,7610,Marker-7610
frame,16,0.13333333,0,4,0.16662346,0.05321710,-0.20951475,7608,Marker-7608,0.18432182,0.04669684,-0.18941976,7607,Marker-7607,0.17609014,0.01675838,-0.19318128,7609,Marker-7609,0.18022501,0.04073829,-0.16516393,7610,Marker-7610
frame,17,0.14166667,0,4,0.16660137,0.05324093,-0.20948930,7608,Marker-7608,0.18431953,0.04668874,-0.18943930,7607,Marker-7607,0.17608531,0.01675151,-0.19317681,7609,Marker-7609,0.18023176,0.04074134,-0.16516493,7610,Marker-7610
frame,18,0.15000000,0,4,0.16656303,0.05327096,-0.20943789,7608,Marker-7608,0.18430574,0.04671228,-0.18941118,7607,Marker-7607,0.17610024,0.01674578,-0.19317201,7609,Marker-7609,0.18023272,0.04075950,-0.16515476,7610,Marker-7610
frame,19,0.15833333,0,4,0.16657479,0.05325587,-0.20946024,7608,Marker-7608,0.18431762,0.04668761,-0.18943115,7607,Marker-7607,0.17608202,0.01674200,-0.19317561,7609,Marker-7609,0.18023455,0.04075076,-0.16516432,7610,Marker-7610
frame,20,0.16666667,0,4,0.16656987,0.05326241,-0.20943068,7608,Marker-7608,0.18431617,0.04669970,-0.18941982,7607,Marker-7607,0.17609856,0.01674573,-0.19317432,7609,Marker-7609,0.18021393,0.04074849,-0.16517088,7610,Marker-7610
frame,21,0.17500000,0,4,0.16652258,0.05329096,-0.20938987,7608,Marker-7608,0.18432808,0.04669882,-0.18943053,7607,Marker-7607,0.17610019,0.01673212,-0.19317567,7609,Marker-7609,0.18022767,0.04075544,-0.16515811,7610,Marker-7610
frame,22,0.18333333,0,4,0.16653173,0.05329398,-0.20940216,7608,Marker-7608,0.18431568,0.04669539,-0.18941998,7607,Marker-7607,0.17610101,0.01673300,-0.19317275,7609,Marker-7609,0.18021315,0.04073662,-0.16518381,7610,Marker-7610
frame,23,0.19166667,0,4,0.16658670,0.05325658,-0.20948322,7608,Marker-7608,0.18431838,0.04667919,-0.18943109,7607,Marker-7607,0.17609850,0.01674334,-0.19317999,7609,Marker-7609,0.18022494,0.04074162,-0.16516262,7610,Marker-7610
frame,24,0.20000000,0,4,0.16652615,0.05329996,-0.20939897,7608,Marker-7608,0.18433127,0.04667981,-0.18943527,7607,Marker-7607,0.17609210,0.01673893,-0.19317897,7609,Marker-7609,0.18022712,0.04073503,-0.16517079,7610,Marker-7610
frame,25,0.20833333,0,4,0.16646184,0.05336962,-0.20928907,7608,Marker-7608,0.18431737,0.04668201,-0.18942022,7607,Marker-7607,0.17608270,0.01673536,-0.19316955,7609,Marker-7609,0.18022972,0.04074997,-0.16515918,7610,Marker-7610
frame,26,0.21666667,0,4,0.16648547,0.05333684,-0.20934588,7608,Marker-7608,0.18432629,0.04668715,-0.18942353,7607,Marker-7607,0.17609766,0.01672004,-0.19317131,7609,Marker-7609,0.18022771,0.04074801,-0.16516894,7610,Marker-7610
frame,27,0.22500000,0,4,0.16653207,0.05327999,-0.20939997,7608,Marker-7608,0.18431975,0.04667403,-0.18942745,7607,Marker-7607,0.17609432,0.01673705,-0.19317114,7609,Marker-7609,0.18022062,0.04075231,-0.16516587,7610,Marker-7610
frame,28,0.23333333,0,4,0.16652168,0.05330991,-0.20936829,7608,Marker-7608,0.18433043,0.04667669,-0.18943410,7607,Marker-7607,0.17610094,0.01672367,-0.19317856,7609,Marker-7609,0.18023035,0.04075211,-0.16517149,7610,Marker-7610
frame,29,0.24166667,0,4,0.16656762,0.05326484,-0.20944703,7608,Marker-7608,0.18432385,0.04667595,-0.18943037,7607,Marker-7607,0.17610759,0.01672979,-0.19318654,7609,Marker-7609,0.18023044,0.04075937,-0.16517052,7610,Marker-7610
frame,30,0.25000000,0,4,0.16652851,0.05329809,-0.20939177,7608,Marker-7608,0.18431890,0.04667490,-0.18942282,7607,Marker-7607,0.17609975,0.01672941,-0.19317232,7609,Marker-7609,0.18022567,0.04074901,-0.16515829,7610,Marker-7610
frame,31,0.25833333,0,4,0.16653560,0.05327652,-0.20941859,7608,Marker-7608,0.18431814,0.04665936,-0.18942666,7607,Marker-7607,0.17609490,0.01671580,-0.19318278,7609,Marker-7609,0.18023977,0.04077454,-0.16515072,7610,Marker-7610
frame,32,0.26666667,0,4,0.16651294,0.05330800,-0.20936473,7608,Marker-7608,0.18432346,0.04666024,-0.18942855,7607,Marker-7607,0.17609513,0.01671636,-0.19317359,7609,Marker-7609,0.18022746,0.04075697,-0.16516836,7610,Marker-7610
frame,33,0.27500000,0,4,0.16652159,0.05330513,-0.20937319,7608,Marker-7608,0.18432571,0.04666803,-0.18941990,7607,Marker-7607,0.17610815,0.01671985,-0.19318813,7609,Marker-7609,0.18021955,0.04073624,-0.16517365,7610,Marker-7610
frame,34,0.28333333,0,4,0.16647324,0.05334303,-0.20932238,7608,Marker-7608,0.18432283,0.04666221,-0.18942779,7607,Marker-7607,0.17609650,0.01670677,-0.19317126,7609,Marker-7609,0.18022847,0.04075801,-0.16516763,7610,Marker-7610
frame,35,0.29166667,0,4,0.16651426,0.05330899,-0.20935717,7608,Marker-7608,0.18432319,0.04667765,-0.18941106,7607,Marker-7607,0.17610431,0.01671883,-0.19317694,7609,Marker-7609,0.18024194,0.04075500,-0.16515014,7610,Marker-7610
frame,36,0.30000000,0,4,0.16660421,0.05322336,-0.20947994,7608,Marker-7608,0.18430930,0.04664882,-0.18941577,7607,Marker-7607,0.17610314,0.01672139,-0.19316089,7609,Marker-7609,0.18024077,0.04076619,-0.16513810,7610,Marker-7610
frame,37,0.30833333,0,4,0.16651744,0.05330754,-0.20936263,7608,Marker-7608,0.18432647,0.04666085,-0.18941709,7607,Marker-7607,0.17609088,0.01671601,-0.19316117,7609,Marker-7609,0.18022695,0.04075034,-0.16517615,7610,Marker-7610
frame,38,0.31666667,0,4,0.16654103,0.05327651,-0.20942004,7608,Marker-7608,0.18431978,0.04666878,-0.18941475,7607,Marker-7607,0.17610618,0.01671772,-0.19317535,7609,Marker-7609,0.18024358,0.04075607,-0.16516046,7610,Marker-7610
frame,39,0.32500000,0,4,0.16659899,0.05324772,-0.20947552,7608,Marker-7608,0.18431781,0.04666842,-0.18940391,7607,Marker-7607,0.17609759,0.01672799,-0.19317152,7609,Marker-7609,0.18023737,0.04076211,-0.16516706,7610,Marker-7610
frame,40,0.33333333,0,4,0.16663311,0.05320971,-0.20951776,7608,Marker-7608,0.18432331,0.04668014,-0.18942074,7607,Marker-7607,0.17609449,0.01673870,-0.19316752,7609,Marker-7609,0.18024628,0.04075998,-0.16514716,7610,Marker-7610
frame,41,0.34166667,0,4,0.16653562,0.05328219,-0.20939551,7608,Marker-7608,0.18431450,0.04667147,-0.18939902,7607,Marker-7607,0.17608656,0.01673174,-0.19315675,7609,Marker-7609,0.18022248,0.04076477,-0.16516539,7610,Marker-7610
frame,42,0.35000000,0,4,0.16663861,0.05318290,-0.20955773,7608,Marker-7608,0.18431467,0.04667325,-0.18940137,7607,Marker-7607,0.17608632,0.01672764,-0.19317062,7609,Marker-7609,0.18023115,0.04075615,-0.16515145,7610,Marker-7610
frame,43,0.35833333,0,4,0.16658579,0.05323928,-0.20948786,7608,Marker-7608,0.18431562,0.04667532,-0.18940870,7607,Marker-7607,0.17608915,0.01671871,-0.19317399,7609,Marker-7609,0.18023418,0.04075307,-0.16515891,7610,Marker-7610
frame,44,0.36666667,0,4,0.16655384,0.05326346,-0.20943695,7608,Marker-7608,0.18430720,0.04668493,-0.18940736,7607,Marker-7607,0.17607643,0.01672520,-0.19317022,7609,Marker-7609,0.18022306,0.04076510,-0.16516034,7610,Marker-7610
frame,45,0.37500000,0,4,0.16660781,0.05322095,-0.20950446,7608,Marker-7608,0.18431710,0.04668097,-0.18941973,7607,Marker-7607,0.17608361,0.01672675,-0.19316265,7609,Marker-7609,0.18024227,0.04075587,-0.16515705,7610,Marker-7610
frame,46,0.38333333,0,4,0.16659293,0.05322676,-0.20950326,7608,Marker-7608,0.18431252,0.04667913,-0.18942170,7607,Marker-7607,0.17609310,0.01672626,-0.19317204,7609,Marker-7609,0.18024056,0.04075021,-0.16515917,7610,Marker-7610
frame,47,0.39166667,0,4,0.16655691,0.05326736,-0.20942757,7608,Marker-7608,0.18431333,0.04666590,-0.18942346,7607,Marker-7607,0.17609963,0.01672503,-0.19318125,7609,Marker-7609,0.18022949,0.04076542,-0.16516809,7610,Marker-7610
