0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.840000000000000000e+02 -8.300000000000000000e+02 1.200000000000000000e+01 6.100000000000000000e+01 2.000000000000000000e+00 3.800000000000000000e+01 4.500000000000000000e+01 8.000000000000000000e+00
-2.290000000000000000e+02 9.870000000000000000e+02 8.000000000000000000e+00 4.700000000000000000e+01 2.000000000000000000e+00 0.000000000000000000e+00 8.468783775808333303e+00 2.340000000000000000e+02
-2.345000000000000000e+03 -3.750000000000000000e+02 5.200000000000000000e+01 7.000000000000000000e+00 1.000000000000000000e+00 1.400000000000000000e+01 9.085512199044273984e+00 3.780000000000000000e+02
-1.403000000000000000e+03 4.100000000000000000e+01 4.600000000000000000e+01 6.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 3.141630582349264387e+02 4.360000000000000000e+02
5.790000000000000000e+02 -8.510000000000000000e+02 4.800000000000000000e+01 5.600000000000000000e+01 2.000000000000000000e+00 0.000000000000000000e+00 1.242304320709297940e+02 5.200000000000000000e+02
-1.332000000000000000e+03 4.984000000000000000e+03 2.900000000000000000e+01 8.500000000000000000e+01 2.000000000000000000e+00 8.400000000000000000e+01 2.774814476139222847e+02 6.090000000000000000e+02
-5.693000000000000000e+03 5.580000000000000000e+03 7.800000000000000000e+01 1.050000000000000000e+02 2.000000000000000000e+00 8.900000000000000000e+01 3.660142894793915502e+01 6.360000000000000000e+02
5.827000000000000000e+03 5.766000000000000000e+03 7.000000000000000000e+00 7.400000000000000000e+01 2.000000000000000000e+00 6.000000000000000000e+01 2.473492620419359582e+02 6.550000000000000000e+02
-4.019000000000000000e+03 6.051000000000000000e+03 8.900000000000000000e+01 1.140000000000000000e+02 2.000000000000000000e+00 9.400000000000000000e+01 5.055344952939486802e+01 6.740000000000000000e+02
2.605000000000000000e+03 6.072000000000000000e+03 1.500000000000000000e+01 8.700000000000000000e+01 2.000000000000000000e+00 8.500000000000000000e+01 2.583898875592194599e+02 6.900000000000000000e+02
-1.979000000000000000e+03 6.085000000000000000e+03 6.800000000000000000e+01 1.230000000000000000e+02 2.000000000000000000e+00 8.800000000000000000e+01 3.975596887634503673e+01 7.070000000000000000e+02
-2.226000000000000000e+03 3.233000000000000000e+03 5.800000000000000000e+01 7.400000000000000000e+01 2.000000000000000000e+00 6.700000000000000000e+01 2.024817853483393719e+02 7.240000000000000000e+02
5.286000000000000000e+03 5.748000000000000000e+03 4.200000000000000000e+01 1.100000000000000000e+02 2.000000000000000000e+00 7.500000000000000000e+01 1.886715995467721996e+01 7.430000000000000000e+02
4.670000000000000000e+02 6.068000000000000000e+03 5.800000000000000000e+01 1.090000000000000000e+02 2.000000000000000000e+00 8.600000000000000000e+01 2.010675957145460870e+02 7.600000000000000000e+02
3.260000000000000000e+02 6.002000000000000000e+03 1.400000000000000000e+01 8.200000000000000000e+01 2.000000000000000000e+00 8.000000000000000000e+01 2.262208493081857341e+01 7.770000000000000000e+02
3.920000000000000000e+02 5.733000000000000000e+03 3.800000000000000000e+01 9.400000000000000000e+01 2.000000000000000000e+00 7.300000000000000000e+01 2.045778708370829122e+02 7.950000000000000000e+02
9.040000000000000000e+02 5.999000000000000000e+03 4.000000000000000000e+01 1.130000000000000000e+02 2.000000000000000000e+00 8.700000000000000000e+01 2.886263367080434250e+01 8.140000000000000000e+02
4.742000000000000000e+03 -5.731000000000000000e+03 3.800000000000000000e+01 8.900000000000000000e+01 2.000000000000000000e+00 9.600000000000000000e+01 2.886263367080434250e+01 8.330000000000000000e+02
-4.100000000000000000e+01 5.618000000000000000e+03 2.300000000000000000e+01 1.180000000000000000e+02 2.000000000000000000e+00 7.600000000000000000e+01 3.586535659192700223e+02 1.060000000000000000e+03
2.000000000000000000e+00 6.096000000000000000e+03 1.500000000000000000e+01 1.210000000000000000e+02 2.000000000000000000e+00 7.200000000000000000e+01 1.786629648328949145e+02 1.079000000000000000e+03
-8.320000000000000000e+02 -1.091000000000000000e+03 5.100000000000000000e+01 6.500000000000000000e+01 2.000000000000000000e+00 4.000000000000000000e+01 1.786629648328949145e+02 1.096000000000000000e+03
4.064000000000000000e+03 1.010000000000000000e+03 9.100000000000000000e+01 4.400000000000000000e+01 1.000000000000000000e+00 5.900000000000000000e+01 2.139102738142759108e+01 1.281000000000000000e+03
-3.000000000000000000e+02 -3.382000000000000000e+03 3.000000000000000000e+01 7.600000000000000000e+01 2.000000000000000000e+00 7.000000000000000000e+01 2.139102738142759108e+01 1.300000000000000000e+03
2.390000000000000000e+02 7.700000000000000000e+02 1.300000000000000000e+01 4.500000000000000000e+01 2.000000000000000000e+00 0.000000000000000000e+00 1.292729002875603328e-02 1.537000000000000000e+03
4.280000000000000000e+02 2.181000000000000000e+03 1.600000000000000000e+01 4.900000000000000000e+01 2.000000000000000000e+00 1.000000000000000000e+00 1.855642529768072677e+02 1.554000000000000000e+03
1.550000000000000000e+02 2.932000000000000000e+03 1.900000000000000000e+01 9.300000000000000000e+01 2.000000000000000000e+00 6.100000000000000000e+01 7.077313441394011306e+00 1.577000000000000000e+03
5.520000000000000000e+02 4.444000000000000000e+03 2.600000000000000000e+01 9.000000000000000000e+01 2.000000000000000000e+00 8.700000000000000000e+01 1.906176041121786966e+02 1.598000000000000000e+03
2.802000000000000000e+03 4.958000000000000000e+03 6.100000000000000000e+01 8.800000000000000000e+01 2.000000000000000000e+00 6.900000000000000000e+01 2.535402539754585405e+01 1.617000000000000000e+03
2.306000000000000000e+03 6.122000000000000000e+03 1.100000000000000000e+01 9.100000000000000000e+01 2.000000000000000000e+00 8.700000000000000000e+01 2.596799491711736891e+02 1.635000000000000000e+03
1.100000000000000000e+01 5.901000000000000000e+03 3.400000000000000000e+01 9.600000000000000000e+01 2.000000000000000000e+00 8.700000000000000000e+01 6.952010496274303364e+01 1.653000000000000000e+03
2.913000000000000000e+03 3.914000000000000000e+03 3.500000000000000000e+01 1.010000000000000000e+02 2.000000000000000000e+00 6.100000000000000000e+01 2.516707408012046869e+02 1.671000000000000000e+03
4.387000000000000000e+03 6.190000000000000000e+03 6.100000000000000000e+01 1.400000000000000000e+02 2.000000000000000000e+00 6.900000000000000000e+01 1.063306408989233773e+02 1.687000000000000000e+03
-5.402000000000000000e+03 4.665000000000000000e+03 1.030000000000000000e+02 6.100000000000000000e+01 1.000000000000000000e+00 8.600000000000000000e+01 2.945935626713048805e+02 1.710000000000000000e+03
-3.870000000000000000e+03 7.180000000000000000e+02 8.500000000000000000e+01 2.000000000000000000e+01 1.000000000000000000e+00 8.400000000000000000e+01 7.484884340538604874e+01 1.756000000000000000e+03
1.168000000000000000e+03 5.602000000000000000e+03 4.200000000000000000e+01 1.060000000000000000e+02 2.000000000000000000e+00 7.300000000000000000e+01 1.736359791686385279e+01 2.142000000000000000e+03
-9.880000000000000000e+02 6.076000000000000000e+03 5.800000000000000000e+01 1.300000000000000000e+02 2.000000000000000000e+00 8.400000000000000000e+01 1.927456689890216239e+02 2.172000000000000000e+03
